description
"Biker Jacket - Male, Shirt, White Geometric, Synthetic, Spring 2018, brand: ZARA"
"Cortina Set of 2 Long Door Curtains - Cortina, Unisex, Set content: 2 Long Door curtainsColour: Blue and WhitePattern: Floral Long DoorLight blocking: RegularFitting: Eyelet, color: Unknown"
"U.S. Polo Assn. Kids Girls Blue & White Floral Print Empire Top - U.S. Polo Assn. Kids, Girls, Blue, white and pink floral print woven empire top with gathers and crochet detail, has a round neck, short bell sleeves, and button closure, color: Blue"
"United Colors of Benetton Girls Grey Melange Printed Round Neck T-shirt - United Colors of Benetton, Girls, Grey Melange printed T-shirt, has a round neck, and long sleeves, color:  Grey"
"Signature Sole Women Nude-Coloured Solid Heels - Signature Sole, Women, A pair of nude-coloured open toe solid heels , has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 2 monthsWarranty provided by brand/manufacturer, color:  Red"
"Sergio Tacchini Men Olive Green Sneakers - Sergio Tacchini, Men, A pair of round-toe olive green sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, color:  Green"
"Campus Sutra Brown Jacket - Campus Sutra, Men, Brown jacket, has a stand collar, a full button placket, long sleeves, two welt pockets, a ribbed hemline, color:  Brown"
"U.S. Polo Assn. Kids Girls Navy Printed Round Neck T-shirt - U.S. Polo Assn. Kids, Girls, Navy printed T-shirt, has a round neck, and short sleeves, color:  Navy"
"Batman featured Blue Tshirt for Men - Batman, Men, Blue printed T-shirt, has a round neck, and short sleeves, color: Blue"
"TALES & STORIES Boys Brown Regular Fit Printed Casual Shirt - TALES & STORIES, Boys, Brown printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem, color:  Brown"
"GNIST Women Beige Solid Suede Open Toe Flats - GNIST, Women, A pair of beige open-toed flats, has regular styling, slip-on and bow detailsSuede upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, color:  Beige"
"U.S. Polo Assn. Kids Girls Black & White Striped Top with Flip Sequin - U.S. Polo Assn. Kids, Girls, Black and white striped knitted top with flip sequin, has a round neck, long sleeves, flared hem, color:  Black"
"U.S. Polo Assn. Kids Girls Red & Navy Blue Printed Top - U.S. Polo Assn. Kids, Girls, Red and naby blue printed knitted regular top, has a round neck, and short bell sleeves, color: Blue"
"U.S. Polo Assn. Kids Boys Green Solid  Regular Fit Regular Corduroy Trousers - U.S. Polo Assn. Kids, Boys, Green solid mid-rise regular fit corduroy trousers, has button and zip closure and 5 pockets, color:  Green"
"Ed Hardy Men Black Skuller Super Slim Fit Mid-Rise Clean Look Stretchable Jeans - Ed Hardy, Men, Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops, color:  Black"
"Roadster Women Charcoal Regular Fit Mid-Rise Clean Look Stretchable Jeans - Roadster, Women, Charcoal grey medium wash four-pocket mid-rise jeans with zip detail, clean look, no fade, has a button and zip closure, and waistband with belt loops, color:  Charcoal"
"Biba Women Charcoal Grey Printed Kurta with Churidar & Dupatta - Biba, Women, Charcoal grey printed kurta with churidar and dupattaCharcoal grey printed A-line calf length kurta, has a round neck, three-quarter sleeves, flared hemBlack solid churidar, has a drawstring closureCharcoal grey printed dupatta, has a printed border, color:  Grey"
"U.S. Polo Assn. Kids Boys Navy Blue & Beige Printed Polo Collar T-shirt - U.S. Polo Assn. Kids, Boys, Navy Blue, beige and peach-coloured printed T-shirt, has a polo collar, and short sleeves, color: Blue"
"Allen Solly Sport Men Blue Skinny Fit Mid-Rise Mildly Distressed Jeans - Allen Solly Sport, Men, Blue dark wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops, color: Blue"
"Krafted With Happiness Multicoloured Rakhee - Krafted with Happiness, Unisex, Multicoloured rakheeMaterial: WoodClosure: Drawstring, color:  Red"
"Daily Life Forever52 Women Red Super Stay Lip Gloss 7ml - Daily Life Forever52, Women, What It Is?:Daily Life Forever52 Super Stay Lip Gloss 7mlColour Shade Name:RedWhat It Does?:A lip gloss that boldly creates the appearance of fuller lips. The Super Stay Lip Gloss by Daily Life Forever52 helps you create a voluminous lip look and features a formula that provides your lips with long lasting moisture for up to 8 hours. This waterproof and smudge-proof lip gloss stays put even during extreme conditions. Furthermore, it coats your lips with a richly pigmented, high-shine, non sticky and lightweight formula for that ultimate glossy look.Features:A lasting lip lacquer for luxe shine and fuller-looking lipsThe formula is enriched with nourishing benefits, keeps lips hydratedIt gives lips a sculpted and volumized gleamFeatures a pointed tip, doe foot applicator for increased precisionAbout The Brand:Daily Life Forever52 is one of the most renowned cosmetic brands that have evolved over the years to make professional beauty products easily accessible to all the gorgeous women all across the globe. The brand's aim is to offer trendy, unique and revolutionizing products that can help you in becoming everything you want to be, reflecting your true potential and at the same time keep your skin healthy naturally., color:  Red"
"Moda Rapido Men Olive Green Slim Fit Mid-Rise Clean Look Stretchable Jeans - Moda Rapido, Men, Olive Green coloured wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops, color:  Green"
"U.S. Polo Assn. Kids Boys Olive Green Camouflage Printed Reversible Bomber - U.S. Polo Assn. Kids, Boys, Olive Green printed reversible jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining, color:  Green"
"U.S. Polo Assn. Kids Boys Black Joggers - U.S. Polo Assn. Kids, Boys, Black solid mid-rise joggers with side taping, has an elasticated waistband with drawstring fastening, 2 pockets, cuffed hems, color:  Black"
"The Indian Garage Co Men Rust Red Slim Fit Printed Casual Shirt - The Indian Garage Co, Men, Rust red printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket, color:  Red"
"Moda Rapido Women Charcoal Grey & Golden Printed Straight Kurta - Moda Rapido, Women, Charcoal grey and Golden printed straight kurta, has a mandarin collar, three-quarter sleeves, button closure, straight hem, and multiple slits, color:  Grey"
"Signature Sole Women Rose Gold Solid Heels - Signature Sole, Women, A pair of rose gold open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 2 monthsWarranty provided by brand/manufacturer, color:  Gold"
"ADIDAS Originals Women Pink Solid Stan Smith Leather Sneakers - ADIDAS Originals, Women, Product design details Main material: Leather upper / Rubber outsole Brand colour: Icey Pink / Cloud White / Icey PinkCentral lace-upsWarranty: 3 months against manufacturing defectWarranty provided by brand owner/manufacturerAbout ADIDAS Originals Women Stan Smith Leather Sneakers Named for one of tennis' greatest champions, the crisp tennis whites style of the Stan Smith invites creative updates. These shoes flash a cursive ""Stan"" on one heel and ""Smith"" on the other. A smooth leather upper and perforated 3-Stripes stay true to the original look and feel., color:  Pink"
"Ishin Blue & Red Printed Saree - Ishin, Women, Blue and red printed saree Blouse PieceThe model is wearing a blouse from our stylist's collection, see the image for a mock-up of what the actual blouse would look like, color: Blue"
"AND Women Navy Embellished Maxi Dress - AND, Women, Navy blue embellished woven maxi dress, has a shirt collar, short sleeves, button closure, an attached lining, and flared hemComes with an inner, color:  Navy"
"Ahalyaa Women Purple & Off-White Printed Kurta with Palazzos - Ahalyaa, Women, Purple and off-white printed kurta with palazzosPurple and off-white printed straight calf length kurta with gotta-patti detail, has a round neck, three-quarter sleeves, straight hem, side slitsPurple and off-white Printed palazzos, has elasticated waistband, slip-on closure, color:  White"
"Van Heusen Woman Rust Brown Solid Pumps - Van Heusen Woman, Women, A pair of rust brown solid pointed toe pumps, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel, color:  Brown"
"SEIKO Solar Women Off White Analogue watch SUP432P1 - SEIKO, Women, Display: AnalogueMovement: QuartzPower source: SolarDial style: Solid round stainless steel dialFeatures: Reset Time, Eco DriveStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mGuarantee: 1st year worldwide guarantee from the date of purchase against manufacturing defects2nd year guarantee olny valid for service in IndiaGuarantee provided by brand/ manufacturer  Comes in a signature SEIKO case, color:  White"
"Golden Girl Women Navy Blue Lace Lingerie Set 8855-NAVY_30 - Golden Girl, Women, Navy blue lace medium-coverage braLightly padded and underwired seamless cupsRegular straps and back closureBack style: RegularBrief: Low waist, lace sheer bikini brief, color: Blue"
"Cortina Set of 2 Long Door Curtains - Cortina, Unisex, Set content: 2 Long Door curtainsColour: BrownPattern: Geometric Long DoorLight blocking: RegularFitting: Eyelet, color: Unknown"
"Batman featured Black Tshirt for Men - Batman, Men, Grey printed T-shirt, has a round neck, and short sleeves, color:  Red"
"Cortina Set of 2 Maroon & Off-White Printed Long Door Curtains - Cortina, Unisex, Set content: 2 Long Door curtainsColour: Maroon and Off-WhitePattern: Floral Long DoorLight blocking: RegularFitting: Eyelet, color:  White"
"AND Women Blue Striped Tunic - AND, Women, Blue and Pink striped Tunic, has a round neck, long sleeves, Tie-Ups detail, color: Blue"
"U.S. Polo Assn. Kids Girls White & Navy Printed Leggings - U.S. Polo Assn. Kids, Girls, White, navy and orange printed leggings, has an elasticated waistband with slip on closure, color:  White"
"Area RugSMITH Multicoloured Premium Floral Pattern Area Rug - RUGSMITH, Unisex, Content: One Runner Colour: Multicoloured Fabric: Polyamide nylon Shape: RectangularPattern: Printed Features: Anti-Skid, color:  Red"
"U.S. Polo Assn. Kids Boys Navy Blue Solid Joggers - U.S. Polo Assn. Kids, Boys, A pair of navy blue solid knitted joggers, has an elasticated waistband with drawstring closure, two pockets, cuffed hem, side stripe detail, color: Blue"
"Reebok Men Black & Grey Woven Design Speed Flexweave Training Soes - Reebok, Men, Special technologiesLow-cut design for freedom of motion and quick transitionsDuracage heel clip for added stabilitySoft EVA midsole for a responsive feelPerformance traction pattern on the outsole for added grip on any surfaceProduct design details Main material: Mesh upper / Textile lining / Rubber outsole Brand colour: BLACK/SHARK/BLACKCentral lace-up Warranty: 3 months against manufacturing defectWarranty provided by brand owner/manufacturerAbout  Reebok Speed Flexweave Training SoesThese versatile training shoe gets an upgrade with a Flexweave upper. Flexweave's innovative figure eight woven structure allowing for a dynamic upper construction with targeted support for however you perform. Whether you plan to run 3-5 miles or move some weight in the gym, the Speed TR has you covered. The low-profile platform and traction outsole give built-in stability while an anatomically shaped last means you can go from sprints, to weights, to agilities and back again in one shoe., color:  Black"
"Cortina Maroon & Pink Set of 2 Door Curtains - Cortina, Unisex, Set content: 2 Door curtainsColour: Maroon and PinkPattern: Floral PrintedLight blocking: RegularFitting: EyeletLining: No, color:  Pink"
"Roadster Men Maroon & Navy Blue Colourblocked Pullover Sweater - Roadster, Men, Maroon and Navy Blue colourblocked pullover sweater, has a hood, long sleeves, and ribbed hem, color: Blue"
"GNIST Women Grey Solid Heels - GNIST, Women, A pair of grey open toe heels, has mid-top styling, closed back detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a stiletto heelWarranty: 1 monthWarranty provided by brand/manufacturer, color:  Grey"
"Chumbak Multicoloured Printed Mobile & Tablet Pop Holder - Chumbak, Unisex, Set Content: 1 designer mobile and tablets pop holder Colour: Red and multicoloured Pattern: Printed Features: Helps in better grip, stand and also as a car mountMade of Polycarbonate with HD Quality Design printSingle-use 3M AdhesiveUsed for phones, tablets, cases and E-readers, color:  Red"
